url,title,product,author,votes
https://community.conga.com/s/ideadetail?id=087Ub00000001LtIAI,Highlight text for editable fields cart page on user click,"Configure, Pricing, Quoting (Conga CPQ elements, fka Apttus CPQ)",Hardik Sheth,2 Votes
https://community.conga.com/s/ideadetail?id=087Ub00000001KHIAY,Conga Composer - Ability for Certain merge field styles for PowerPoint to work,Conga Composer,Emeryll Monique Emelo,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000001IfIAI,Conga CPQ Validation - Attribute marked required via Product Attribute Rule should come under Out of Box Validate button when having blank value.,Configuration,Harshit Solanki,3 Votes
https://community.conga.com/s/ideadetail?id=087Ub00000001H3IAI,"Automate refresh process for Product Offerings, Product Family and Product Group Member data","Configure, Pricing, Quoting (Conga CPQ elements, fka Apttus CPQ)",Hardik Sheth,2 Votes
https://community.conga.com/s/ideadetail?id=087Ub00000001FRIAY,Approval Request should only be assigned to the list of possible approvers,Conga Approvals (fka Apttus Intelligent Workflows and Approvals),Akshay Vaibhav,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000001DpIAI,"User shall be able to view the name of the person to whom the approval is assigned to in the ""assigned to"" tab",Conga Approvals (fka Apttus Intelligent Workflows and Approvals),Akshay Vaibhav,2 Votes
https://community.conga.com/s/ideadetail?id=087Ub00000001CDIAY,Bundle Quantity does not auto cascade for the ABO Operation,Conga Subscription Management (fka Asset Based Ordering),Tirthak Kothari,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000001AbIAI,CLM sends duplicate emails when a reviewer concludes an Office365 review.,Conga CLM (fka Apttus CLM),Rohit Bavaliya,2 Votes
https://community.conga.com/s/ideadetail?id=087Ub000000018zIAA,Conga Sign Tags within the header and footer,Conga Sign,Yeshwanth Jonnalagadda,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub000000017NIAQ,"API for ""Finalize in Docusign"" option during the signature process",Conga CLM (fka Apttus CLM),Shivam Tiwari,3 Votes
https://community.conga.com/s/ideadetail?id=087Ub000000015lIAA,Create unique identifier for Conga application tasks,"Conga CLM (fka Apttus CLM);Conga Contracts for salesforce;Configure, Pricing, Quoting (Conga CPQ elements, fka Apttus CPQ)",Bill Lesko,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub0000000149IAA,Request to make SUM(ABOVE) functionality to work in Conga Email Templates,Conga Composer,Chaitanya Taneja,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub000000012XIAQ,Hide files for selection during Send For Review if Document Versioning is turned on,Conga CLM (fka Apttus CLM),John Hammons,2 Votes
https://community.conga.com/s/ideadetail?id=087Ub000000010vIAA,Ability for Composer API to retrieve private images (base64 strings),Conga Batch;Conga Composer;Conga Sign;Conga Trigger,Colton Lederer,3 Votes
https://community.conga.com/s/ideadetail?id=087Ub00000000zJIAQ,Agreement Cycle Time Reporting Should Include Filters to Exclude Holidays,Conga CLM (fka Apttus CLM),Kaitlin Smith Brendehl,2 Votes
https://community.conga.com/s/ideadetail?id=087Ub00000000xhIAA,Conga Composer + Microsoft Word Conversion to PDF Inserting Extra Spaces in Final Output,Conga Composer,Atta Mmorosa,2 Votes
https://community.conga.com/s/ideadetail?id=087Ub00000000w5IAA,Capability to include the View Document button on their website,Conga Sign,Dhanie Bermas,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000000uTIAQ,Conga Sign - CC's Recipient Not Showing in Audit Trail When Using CSRouting Parameter.,Conga Sign,Emeryll Monique Emelo,2 Votes
https://community.conga.com/s/ideadetail?id=087Ub00000000srIAA,Allow searching across objects when finding a field to add to the Grid grid,Conga Grid,Glenn Buck,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000000rFIAQ,Prevent needing to save at both the Child/Related list Level and Parent Level if data is changed in both places,Conga Grid,Glenn Buck,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000000pdIAA,Keep the user where they are in the grid after they add or remove a field from the grid view. It currently take the user back to the top of the grid.,Conga Grid,Glenn Buck,2 Votes
https://community.conga.com/s/ideadetail?id=087Ub00000000o1IAA,Capability to see the records that run on a specific date,Conga Trigger,Dhanie Bermas,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000000mPIAQ,Requirements to use Composer lighting component,Conga Composer,Andy Quach,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000000knIAA,picture switch in excel templates,Conga Batch;Conga Composer;Conga Sign;Conga Trigger,Dhanie Bermas,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000000jBIAQ,"Add support for using the ""contains"" and ""includes"" keyword in the Filter Criteria in the look-up field settings",Configuration,Swapnil Patel,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000000hZIAQ,Ability for user to be notified upon Batch and/or Trigger failures,Conga Batch;Conga Trigger,Jeff Ercolani,3 Votes
https://community.conga.com/s/ideadetail?id=087Ub00000000fxIAA,Add Purchase Identifier field on the Line Item Object,"Configure, Pricing, Quoting (Conga CPQ elements, fka Apttus CPQ)",Swapnil Devlekar,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000000eLIAQ,Parameter to Eliminate Double Quotes,Conga Composer,Taylor Heath,5 Votes
https://community.conga.com/s/ideadetail?id=087Ub00000000cjIAA,"Migrate Images within a Clause, between SF Environments",Conga Contracts for salesforce,David Vernall,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000000b7IAA,Allow the user to choose any price point in “Adjustment Applies to” setting while configuring Price Pipeline Ruleset.,Pricing & Promotions,Akshay Vaibhav,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000000ZVIAY,Need/create API endpoint to extract messaging from Conga Contracts,Conga Contracts,Kim Teck,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000000XtIAI,Request to have the admin settings to allow users to deselect documents,Conga CLM (fka Apttus CLM),Rohit Bavaliya,4 Votes
https://community.conga.com/s/ideadetail?id=087Ub00000000WHIAY,Allow the user to choose the adjustment type while applying discount on Price Waterfall Page,Pricing & Promotions,Akshay Vaibhav,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000000UfIAI,Control the sequence of manual adjustment applied through shopping cart in Price Waterfall,Pricing & Promotions,Akshay Vaibhav,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000000T3IAI,Allow users to show the value of custom price point in Grand Total,Pricing & Promotions,Akshay Vaibhav,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000000RRIAY,Allow the user to change the label of List Price in Price Pipeline.,Pricing & Promotions,Akshay Vaibhav,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000000PpIAI,Remove the file extension on generated documents,Conga Composer,Austin Miller,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000000ODIAY,Conga Sign - Email notification,Conga Sign,Emeryll Monique Emelo,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000000MbIAI,"Add ""Signing Order"" as a configurable Conga Sign Parameter",Conga Contracts for salesforce;Conga Sign,Andrea Korte,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000000KzIAI,Turbo Data Sync: Customers should be able to run reports on their data sync,Pricing & Promotions,Shahid Ali,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000000JNIAY,Turbo Data Sync: Notification for long running operations,Pricing & Promotions,Shahid Ali,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000000HlIAI,Turbo: Ability to delete C# PCB logs from swagger,Pricing & Promotions,Shahid Ali,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000000G9IAI,Turbo: Enable logs for different users in Swagger.,Pricing & Promotions,Shahid Ali,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000000EXIAY,Allow OneSpan Sign to integrate with Conga Batch and Conga Trigger,Conga Composer;Conga Sign,David Vernall,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000000CvIAI,Reuse uploaded documents using xAuthor for Contracts,Conga CLM (fka Apttus CLM);X-Author for Contracts,Nelly Urdapilleta,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub00000000BJIAY,Conga Sign Custom Tag Date,Conga Sign,Conor Vernall,
https://community.conga.com/s/ideadetail?id=087Ub000000009hIAA,Turbo Pricing: Getting code line numbers in debug logs should not be depended on UI exception feature flag.,Pricing & Promotions,Shahid Ali,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub0000000085IAA,Billing Frequency changes without amendment process,Conga Billing,Sreenivasulu Sake,5 Votes
https://community.conga.com/s/ideadetail?id=087Ub000000006TIAQ,Ability to insert smart fields from agreement's child objects in the clause template.,X-Author for Contracts,Shubh Agrawal,1 Vote
https://community.conga.com/s/ideadetail?id=087Ub000000004rIAA,Need an Admin entry or a way to control the status values on the Send for Signature (OOB) action.,Conga CLM (fka Apttus CLM),Harshit Solanki,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000wtnKIAQ,To implement complex logical condition on Approval Rule Manage Entries in Depends On field,Conga Approvals (fka Apttus Intelligent Workflows and Approvals),Divya Dubey,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000wtnFIAQ,Option to create a summary page / cover page when using Batch,Conga Batch,Mark Turner,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000wtnAIAQ,Upload larger logo in Business Unit,Conga Sign,Dhanie Bermas,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000wtn5IAA,Edit retrieved clauses,Conga Contract Intelligence (fka Contract Wrangler),Brandon Clay,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000wtn0IAA,Default Screen/persistent memory for Document packages screen,Conga Contracts,Corey Purdy,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000wtmvIAA,Default Screen/persistent memory for Document packages screen,Conga Contracts,Corey Purdy,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000wtmqIAA,SWIFT - Revalidate doesn't enforce the newest price after cloning,Pricing & Promotions,Maurice Hout,2 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000wtmmIAA,SWIFT - Missing some text in template when the document in generated,Conga CLM (fka Apttus CLM),Maurice Hout,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000wtmlIAA,SWIFT - Product Attribute Rule Not Working Properly While Allowing Multi-Select Picklist With A Self Reference Condition,Configuration,Maurice Hout,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000wtmgIAA,history of smart fields changes in agreement record,Conga CLM (fka Apttus CLM),Mary Robles,2 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000wtmbIAA,Show the breakdown of Price Waterfall Column when a user clicks/scrolls/hovers on the specific column.,Pricing & Promotions,Akshay Vaibhav,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000wtmWIAQ,Allow the user to display custom VF Page in the section below the Price Waterfall in the “Analyze Price Waterfall Page”.,Pricing & Promotions,Akshay Vaibhav,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000wtmRIAQ,Composer - Dynamically hide or show table columns,Conga Composer,Austin Miller,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000wtmMIAQ,Conga CPQ Renewals - Create Renewal Opportunity batch behavior change request,Conga Subscription Management (fka Asset Based Ordering),Harshit Solanki,2 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000wtmHIAQ,Add Columns to Available Documents Table When Creating Transaction,Conga Sign,Adam Gittin,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000wtmCIAQ,Composer with DocuSign Government ID Verification option,Conga Composer,Austin Miller,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000wtm7IAA,Display a summary to the user indicating the list of changes to setup in case of favourites/cloned quotes,Configuration,Shahid Ali,3 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000wtm2IAA,Retain User selection for Auto-Include constraint rules For Cloned Quotes,Configuration,Shahid Ali,3 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000wtlxIAA,Downloading Partially Signed Conga Sign Document,Conga Sign,Brandon Cole,
https://community.conga.com/s/ideadetail?id=087Dm000000wtlsIAA,Multiple Variable Drop Down in Collaborate,Conga Collaborate,Johnny Checton,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000wtliIAA,Custom Font,Conga Composer,Johnny Checton,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000wtldIAA,Conga Composer Platform Enhancement,Conga Composer,Tracy Cannon,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000wtlYIAQ,Add new Order Header - Total Discount and Total Discount %,"Configure, Pricing, Quoting (Conga CPQ elements, fka Apttus CPQ);Pricing & Promotions",Laura Martin,5 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000wtlTIAQ,Approvals: Error messages needs to be simplified and remove unnecessary info,"Conga Approvals (fka Apttus Intelligent Workflows and Approvals);Configure, Pricing, Quoting (Conga CPQ elements, fka Apttus CPQ)",Swapnil Bhandarkar,2 Votes
https://community.conga.com/s/ideadetail?id=087Dm00000008qlIAA,SOQL WHOID & WHATID USED IN CONJUNCTION FOR CONGA QUERY MERGE,Conga Composer,Atta Mmorosa,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008qgIAA,Turbo Data Sync: Use Bulk API 2.0,Pricing & Promotions,Shahid Ali,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008qbIAA,Turbo Data Sync: Dependency Sync should start only on data change,Pricing & Promotions,Shahid Ali,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008qWIAQ,Conga Composer - Box integration folder / to have the newly created folder visible within the Box Lightning component on the record page.,Conga Composer,Emeryll Monique Emelo,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008qRIAQ,Conga Composer - Box integration folder / to have the newly created folder visible within the Box Lightning component on the record page.,Conga Composer,Emeryll Monique Emelo,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008qMIAQ,Collaborate with Conga Sign - Email all Non-Signees at the same time and not in an order,Conga Collaborate,Austin Miller,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008qHIAQ,"Feature for Merge Service( Generate Proposal ) to ""Push up"" conditional segments after generation",X-Author for Contracts,Rene Rodriguez,3 Votes
https://community.conga.com/s/ideadetail?id=087Dm00000008qCIAQ,Conga CLM to support dynamic lightning pages throughout the agreement life cycle,Conga CLM (fka Apttus CLM),Priya Allu,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008q7IAA,Option to report the data from Conga Sign Audit Trail,Conga Sign,Dhanie Bermas,3 Votes
https://community.conga.com/s/ideadetail?id=087Dm00000008q2IAA,Lightning Email Templates for CLM,Conga CLM (fka Apttus CLM),Abhishek Kamalia,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008pxIAA,Platform Enhancement: Ability to change owner of a record with one click (with an 'assign to me' kind of button),"Configure, Pricing, Quoting (Conga CPQ elements, fka Apttus CPQ);Conga Digital/E-Commerce",Swapnil Bhandarkar,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008psIAA,Add Sub Clauses to Bundle Clauses View in Clause Library,Conga Contracts for salesforce,Chris Shelor,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008pnIAA,Using the Salesforce File system for managing Rich text Area fields as Image,X-Author for Contracts,Abhishek Agarwal,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008piIAA,Ability to preview generated documents in word format,Conga CLM (fka Apttus CLM),Swapnil Bhandarkar,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008pdIAA,Add Lookup Fields in Composer,Conga Composer,Johnny Checton,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008pYIAQ,Menu Link to Legal Entities,Conga Contracts,Noah Kaplan,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008pTIAQ,Increase the Limit for the Agreement Name field from Text(80) to Text(255),Conga CLM (fka Apttus CLM),Mohammed Girniwala,5 Votes
https://community.conga.com/s/ideadetail?id=087Dm00000008pOIAQ,Approvals : Ability to skip the preview screen when submitting a quote for approval,Conga Approvals (fka Apttus Intelligent Workflows and Approvals),Swapnil Bhandarkar,2 Votes
https://community.conga.com/s/ideadetail?id=087Dm00000008pJIAQ,Collaboration: Ability to give validation message on the collaboration dialog box,"Configure, Pricing, Quoting (Conga CPQ elements, fka Apttus CPQ)",Swapnil Bhandarkar,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008pEIAQ,"Digital Commerce: When deleting a list of favorite, please make sure to have a warning message before deleting the entry",Conga Digital/E-Commerce,Swapnil Bhandarkar,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008p9IAA,Changing Adobe Agreement Name based on the Adobe Agreement template name,Conga CLM (fka Apttus CLM),Manasvi V,4 Votes
https://community.conga.com/s/ideadetail?id=087Dm00000008p4IAA,Generate Previews,Conga Composer,Arpit Rao,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008ozIAA,Ability to merge Rich Text Fields same exact format on PPT templates,Conga Composer,Dhanie Bermas,4 Votes
https://community.conga.com/s/ideadetail?id=087Dm00000008ouIAA,Conga Approvals - Attachment is not getting forwarded only in case of Adhoc approvals.,Conga Approvals (fka Apttus Intelligent Workflows and Approvals),Akshita Koul,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008opIAA,Ability to retain the Search Text in Digital Commerce,Conga Digital/E-Commerce,Swapnil Bhandarkar,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008okIAA,Conga Sign - Extending the expiring date for the Documentation Link,Conga Sign,Emeryll Monique Emelo,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008ofIAA,Conga Sign - Extending the expiring date for the Documentation Link,Conga Sign,Emeryll Monique Emelo,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008oaIAA,Conga Composer - We need to enable the Live Edit feature to replicate the same format of the customer document for easier completion.,Conga Composer,Emeryll Monique Emelo,2 Votes
https://community.conga.com/s/ideadetail?id=087Dm00000008oVIAQ,Use Composer merge fields in the Conga Sign Transaction email body via the Business Unit,Conga Composer;Conga Sign,Austin Miller,5 Votes
https://community.conga.com/s/ideadetail?id=087Dm00000008oQIAQ,Need for using PrestoAppId when not doing costing calls (Hitachi Energy),"Configure, Pricing, Quoting (Conga CPQ elements, fka Apttus CPQ);Configuration;Quoting",Swapnil Bhandarkar,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008oLIAQ,Change Search Behaviors for Elastic Search,Conga Contracts,Corey Purdy,2 Votes
https://community.conga.com/s/ideadetail?id=087Dm00000008oGIAQ,New Parameter for save location,Conga Composer,Andy Quach,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008oBIAQ,Ability to auto-populate the recipients when using the Apttus_SignCLM__SendForCongasign__c action button,Conga CLM (fka Apttus CLM);Conga Sign,Matt Penrod,2 Votes
https://community.conga.com/s/ideadetail?id=087Dm00000008o6IAA,"Batch ""Start"" button is hidden outside of the DIV visible area",Conga Batch,Brandon Cole,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008o1IAA,Conga CPQ - Price Rule object's Rule Type field does not have the 'Condition' value when the Application Level = 'Bundle',"Configure, Pricing, Quoting (Conga CPQ elements, fka Apttus CPQ);Configuration;Pricing & Promotions;Quoting",Harshit Solanki,2 Votes
https://community.conga.com/s/ideadetail?id=087Dm00000008nwIAA,Deleted Clauses during True-Up does not flag Managed Clauses,Conga CLM (fka Apttus CLM);Conga Contracts for salesforce,Pradeep V,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008nrIAA,Salesforce : PickList label or Picklist API value,Conga Composer,Daniel Godou,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm00000008nmIAA,Date Picker Limitation in XA2.0,X-Author for Contracts,Cristina P.,4 Votes
https://community.conga.com/s/ideadetail?id=087Dm00000008nhIAA,Ability to show an indication on the cart line item when pricing status returns an error from turbo call back,Pricing & Promotions,Swapnil Bhandarkar,3 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000bwSpIAI,Use Percentage and Currency fields with write back tags,Conga Sign,Austin Miller,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000bwSkIAI,Conga Sign - Ability to access partially signed document from Salesforce,Conga Sign,Emeryll Monique Emelo,
https://community.conga.com/s/ideadetail?id=087Dm000000bwSfIAI,Show Related Agreement page on Agreement Card in Agreement Hierarchy,Conga CLM (fka Apttus CLM),Abhishek Kamalia,2 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000bwSaIAI,Need to show Related Agreements on the Agreement Hierarchy page,Conga CLM (fka Apttus CLM),Abhishek Kamalia,2 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000bwSVIAY,Need ability to add more fields into Account Card in Agreement Hierarchy,Conga CLM (fka Apttus CLM),Abhishek Kamalia,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000bwSQIAY,Tag for signatory using same email address more than once,Conga Sign,Zarko Prelic,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000bwSLIAY,Select - deselect all files when doing activation,Conga CLM (fka Apttus CLM),Zarko Prelic,2 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000bwSGIAY,Ability to create negative billing schedules from Billing Plan,Conga Billing,Sreenivasulu Sake,7 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000bwSBIAY,Display whole value in a PDF output generated from Excel template,Conga Composer,Chaitanya Taneja,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000bwS1IAI,Print queried data into a sentence,Conga Composer,Andy Quach,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000bwRwIAI,Conga Community- Install Center - add the next release date below each product download date. (Alternative would be to have an automated email users can sign up for a certain product release date.),X-Author for Contracts,Rachelle Blevins,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000bwRrIAI,"Enhancement - to make the ""Service Type"" field sort capable under the Child Agreements object.",Conga CLM (fka Apttus CLM),Rachelle Blevins,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000bwRmIAI,Signed documents labeled is signed,Conga Sign,Andy Quach,
https://community.conga.com/s/ideadetail?id=087Dm000000bwRhIAI,Regenerate with redlines feature in XAC 2.0 should have same behavior as observed when using XAC 1.0,X-Author for Contracts,Hardik Macwan,2 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000bwRcIAI,"Terminate button visibility & functionality should be available at all times, next to the activate button",Conga Contracts;Conga Contracts for salesforce;X-Author for Contracts,Anika Pinnell,2 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000bwRXIAY,Possibility to created clauses & sections not only seperatad by Agreement Type but also by Accounts / Customers --> for X-Author to appear only the relevant clauses / sections when wanting to insert new clauses (Agreement Typ ...,X-Author for Contracts,Anika Pinnell,2 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000bwRSIAY,Add a value for parameter DocuSignR1IDCheckType to support the New DocuSign ID Verification,Conga Composer,Mateo Blanco,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000bwRIIAY,Ability to see missing metadata in X-Author Contracts 2.0,X-Author for Contracts,Matt Penrod,9 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000bwRDIAY,Show related Agreements option on Agreement Card in Agreement Hierarchy,Conga CLM (fka Apttus CLM),Abhishek Kamalia,4 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000bwR8IAI,Page Layout Flexibility for Amend/Renew/ Clone Scenario,Conga CLM (fka Apttus CLM),Anne Sheryl Pasumbal,14 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000bwR3IAI,Extended Price of bundle header line changing on Adjustment to option line,Pricing & Promotions,Poovaiah Machaiah,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000bwQyIAI,Ability to merge documents with images without converting to a zip file,Conga Composer,Taylor Heath,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000bwQtIAI,Marking a Contract as Original,Conga Contracts;Conga Sign,Matthew Manatrizio,2 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000bwQoIAI,Bundle configuration page shows all the prices of Option product,"Configure, Pricing, Quoting (Conga CPQ elements, fka Apttus CPQ);Configuration",Pavan Kumar,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000bwQjIAI,Export Conditional Formatting in Conga Grid,Conga Grid,Brandon Cole,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000bwQeIAI,"Pull the ""Products / Solutions"" field from the opportunity into the Conga Record",Conga CLM (fka Apttus CLM),Trevor McNeil,2 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000bwQZIAY,Create multiple opportunities in agreement,Conga CLM (fka Apttus CLM),Trevor McNeil,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000bwQUIAY,"Regarding ""Show Related Agreement"" option on Viewing Agreement Hierarchy of an Account",Conga CLM (fka Apttus CLM),Abhishek Kamalia,3 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000bwQPIAY,Option to reference multiple Contacts in &ContactId parameter,Conga Composer,Dhanie Bermas,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000bwQKIAY,Use internal GMBs and email distribution lists in Conga CLM's Office 365 Review Processes,Conga CLM (fka Apttus CLM),Christine Eggert,23 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000bwQFIAY,User is able to insert the alternate clause anywhere in the agreement,X-Author for Contracts,Thribuvan B N,6 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000bwQAIAY,No built-in way to modify or revert an alternate clause from the clause library,X-Author for Contracts,Thribuvan B N,7 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000bwQ5IAI,Product Requirement for Automated Vendor Performance PDF Generation Integration with Conga,Conga Composer,Emeryll Monique Emelo,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000bwQ0IAI,Create a Parameter Allowing Document Saving Only to Files,Conga Composer,Emeryll Monique Emelo,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000bwPvIAI,Auto-capitalize entries for approvals advanced filter step entry criteria or disable case sensitivity,Conga Approvals (fka Apttus Intelligent Workflows and Approvals),John Hammons,4 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000bwPqIAI,Allow executed documents to be unselected or not selected by default during activation.,Conga CLM (fka Apttus CLM),John Hammons,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000bwPlIAI,Ability to use custom logic in Product filter callback to filter Categories just like products,"Configure, Pricing, Quoting (Conga CPQ elements, fka Apttus CPQ);Catalog",Priyanka Thakkar,2 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000bwPgIAI,Avoid execution of Asset LineItem Filter Call Back class on catalog page,"Configure, Pricing, Quoting (Conga CPQ elements, fka Apttus CPQ);Conga Subscription Management (fka Asset Based Ordering);Catalog",Yogeshkumar Bhimasibhai Kachhot,2 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000bwPbIAI,Emailfromid & View Setup & Configuration Permission,Conga Composer,Atta Mmorosa,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000bwPWIAY,Localization for several Billing views,Conga Billing,Ahmad Khalifa,1 Vote
https://community.conga.com/s/ideadetail?id=087Dm000000bwPRIAY,Need Enhancements regarding Agreement Hierarchy in Apttus/Conga CLM,Conga CLM (fka Apttus CLM),Abhishek Kamalia,3 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000bwPMIAY,Line status of a cancelled asset on cart,"Configure, Pricing, Quoting (Conga CPQ elements, fka Apttus CPQ)",Saurabh Pancholi,2 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000bwPHIAY,Cost Context in Turbo,Pricing & Promotions,Nilay Desai,2 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000bwPCIAY,Add HTML Body to Send for Office 365 Review Task Record,Conga CLM (fka Apttus CLM),Carrie Bellio,2 Votes
https://community.conga.com/s/ideadetail?id=087Dm000000bwP7IAI,Fixed Price Addition to Products,Pricing & Promotions,Ayush Choudhary,1 Vote
